Dialogue_ID	Utterance_ID	Utterance	label
503	6	what do you say?	q
503	7	okay!	ag
503	8	okay! come on! let's go! all right!	c
503	9	okay! that's a four! and where-where's the other one?	q
503	10	it went under the table.	ans
503	11	nobody move!  okay, you look that way; i'll look this way!	c
503	12	here it is! here it is!	s
503	13	that could be a four or a five. it's your call.	s
503	14	it's a four.	s
503	15	i think so too.	ag
504	0	well that's it. i'm done. whew!  there come the meat sweats.	s
504	1	well joey, we're all…we're all very proud of you.	s
504	2	yes, i believe we can expect a call from the president any moment now.	s
504	3	is there anything we can do for you?	q
504	4	no just, nobody press on my stomach.	ans
504	5	you can keep those pants by the way.	s
504	6	whoa—hey—wh-wh-what do you got there? what is that? pie?	q
504	7	yeah, you want some?	q
504	8	ah, just cut me a little sliver.	ans
504	9	a little bigger.	s
504	10	little bigger.	s
504	11	what?!	q
504	12	are you afraid you're gonna run out?!	q
504	13	cut me a real piece!	c
505	0	phoebe, oh my god! wh-wh-what are you doing here?	q
505	1	i need to talk to you, it's pretty urgent. it's about monica and chandler.	ans
505	2	oh my god!	oth
505	3	of course, of course.	ag
505	4	umm, would you please excuse me for a moment?	q
505	5	umm, do you know each other's hometowns?	q
505	6	why don't you…   wh-what's going on?	q
505	7	well, umm, not much.	ans
505	8	but, i was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y'know?	q
505	9	so, could i just move in with you for a couple days?	q
505	10	umm, okay, yeah, sure. but wh-what's wrong with monica and chandler?	q
505	11	nothing..why?	q
505	12	phoebe, you said it was urgent!	ans
505	13	oh yeah it is! i'm going to the movies and it starts in like five minutes.	s
505	14	do you realize i have a classroom full of students?	q
505	15	oh, i'm sorry. i'm so rude. does anyone want to come to the movies?	q
506	0	look, look, there's got to be a way we can work past this.	s
506	1	okay,  i can't imagine, i can't imagine my life without you.	s
506	2	without, without these arms, and your face, and this heart.	s
506	3	your good heart rach,  and, and....	s
506	4	no.	dag
506	5	i can't, you're a totally different person to me now.	dag
506	6	i used to think of you as somebody that would never, ever hurt me, ever.	s
506	7	god, and now i just can't stop picturing with her, i can't,  it doesn't matter what you say, or what you do, ross.	s
506	8	it's just changed, everything.	s
506	9	forever.	s
506	10	yeah, but this can't be it, i mean.	dag
506	11	then how come it is?	q
507	0	windows are clean, candels are lit.	s
507	1	uh, belt's to tight, gotta change the belt.	s
507	2	did i turn the fish?	q
507	3	no, cause i made lasagne.	ans
507	4	am i out of control?	q
507	5	just a touch.	ans
507	6	mon, i don't understand.	s
507	7	i mean, you've been dating this guy since like, what... his midterms?	q
507	8	i mean, why all the sudden are you so... oh.	q
507	9	what?	q
507	10	could tonight be the night?	q
507	11	i don't know.	ans
507	12	look he's a great guy and i love being with him but... you know.	s
507	13	things happen, and they happen.	s
507	14	you don't plan these things.	s
507	15	so, did you shave your legs?	q
507	16	yeah.	ans
508	0	ross!	g
508	2	okay, raymond, joey you're up.	oth
508	3	hi!	g
508	4	okay, uh well, let's try one. whenever you guys are ready.	o
508	5	uh-oh.	b
508	6	is there a problem?	q
508	7	well this is noodle soup and uh, i've been working with tomato.	ans
508	8	but that's okay, no problem.	ag
508	9	no problem.	ag
508	10	hmm, noodle soup.	oth
508	11	y'know, that's-that's fine, but the line is,  hmm, soup.	s
508	12	oh, what did i say?	q
508	13	hmm, noodle soup.	ans
508	14	how's that different?  oh! yeah!	q
508	15	all right, let's try one.	ans
508	16	hmm, noodle soup.	oth
508	17	okay. let's do it again.	c
508	18	okay.	ag
508	19	hmm, soup.  i mean, noodle soup. i mean soup!	s
508	20	come on!!!!	c
508	21	y'know what? we need to move on.	q
508	22	no! no! i-i can do it one more time! see? look!  hmm, noodle soup. damnit!	ans
509	0	okay. just give us a second. ross!	c
509	1	yeah?	ag
509	2	give her some money.	oth
509	3	i really think they're out of rooms.	o
509	4	they're not!! ross, they're just saving them for the important people!! okay?! what-what if i was the president?!	q
509	5	well then we'd be in a lot of trouble, you don't know where any countries are.	ans
509	6	okay.	ag
509	7	uh, say would you umm… would you mind checking again to see if any umm, private rooms may have  opened up?	q
509	8	this is a hospital.	ans
509	9	y'know what?	q
509	10	i'd have to say i really don't care for your tone.	s
509	11	and this is not the only hospital in this city and we have no problem to—whoa!	s
509	12	oh gosh!	oth
509	13	what-what?	q
509	14	ow! ow! contraction.  ow-ow! ow-ow!	s
509	15	would you like to see a semi-private room?	q
509	16	yeah, it couldn't hurt to look.	ans
510	0	i'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from new york to los angeles, he doesn't just lose three hours, he loses like a week and a half.	s
510	1	that's funny. who are they?	q
510	2	the blond woman is my ex-wife, and the woman touching her is her... close, personal friend.	ans
510	3	you mean they're lovers.	q
510	4	if you wanna put a label on it.	ans
510	5	wow, uh, anything else i should know?	q
511	0	oh god, ross, i cannot do this.	dag
511	1	okay, quick and painful.	oth
511	2	oh god... okay. alright. alright. okay. ross, please don't hate me.	ap
511	3	oh, what? what-what?	q
511	4	y'know marcel?	q
511	5	...yeah?	ans
511	6	well, i kind of... i kind of lost him.	s
512	0	hi pheebs!	g
512	1	hi!	g
512	2	how are ya?	q
512	3	good.	ans
512	4	umm pheebs, remember when we were in the coffee house we decided that i was going to keep the uh, the cute guy's cell phone?	q
512	5	yeah.	ans
512	6	and remember how i said i was going to keep it in my purse so that if it rang i could just pick it up?	q
512	7	yeah!	ans
512	8	and do you remember going into my purse and stealing the phone?!	q
512	9	ooh, now you lost me.	ans
512	10	you stole the phone!	q
512	11	no i didn't!	ans
512	12	no? so you're saying that if i called it, it wouldn't ring?	q
512	13	no. umm, okay. but while you dial, let me show you the features of my new ringing handbag.  oh, it does work!	ans
512	14	phoebe!	g
513	0	it's not here.	s
513	1	puzzler. a bit of a puzzle. why don't you um, check the copy room, maybe you left the contracts in there?	q
513	2	how could i have left them in the copy room?	q
513	3	i don't know tag! how can your genitals make phone calls? okay? it's not a perfect world! just go please.	ans
513	4	fine.	ag
514	0	how ya doin'? welcome. good to see ya!	g
514	1	this will be your phone.	s
514	2	that's great. but uh, i'm not really expecting a lot of calls.	s
514	3	no you answer it and take pledges.	dag
514	4	but i'm the host!	s
514	5	no, gary collins is the host. you'll be answering the phones.	dag
514	6	you don't seem to understand. see, i was dr. drake remoray.	o
514	7	well, here's your phone doctor.	s
515	0	hey guys.	g
515	1	hey gunther. hi.  i mean you're going out on a date with the noisy guy upstairs?	g
515	2	well, he's very charming.	o
515	3	i know, he's too charming, but if you two start going out, then it's just gonna make it so much harder for me to hate him.	ag
515	4	well, you're just gonna have to try.	s
515	5	joey, where are the	q
515	6	i don't know, chandler is supposed to be passin' 'em around...	ans
516	0	okay, ten blocks down. five to go.	s
516	1	oh wait! stop! stop! stop!	c
516	2	oh i'm sorry! do you need a break?	ap
516	3	my boots in tan! hey! can you get a little closer so i can see the price?	q
516	4	i can see it from right here. it'll cost you one husband.	ans
516	5	okay, i'm sorry. i think i can walk the rest of the way now. just-just give me my boots.	ap
517	0	come on more!	c
517	1	oh god!	oth
517	2	yeah, you like that don't you?	q
517	3	oh yeah right there!	ans
517	4	you want it there? you take it there baby!	q
517	5	uh phoebe?	q
517	6	yeah, say my name. say it!  and now i'm going to cover you back up, and umm we're never doing this again.	ans
518	0	happy?! is that what i'm supposed to be vic? happy?	q
518	1	well, why don't you tell me what you're supposed to be!	q
518	2	huh?	oth
518	3	because i sure as hell can't figure it out!	s
518	4	i talk to you and it's nothin'.	s
518	5	you look at me, and nothin'.	s
518	6	nothing.	s
518	7	you guys make me fly! high! okay, we're gonna pick it up here, tomorrow.	s
518	8	well, that was ah...	oth
519	0	what?! what are you doing?!	q
519	1	do you know what just happened?	q
519	2	yeah. we-we had sex and then we fell asleep.	ans
519	3	no. we were in the middle of sex…and	dag
519	4	nooo! no, that's not true. no, best time ever! yeah, you rocked my world!	dag
520	0	don't worry, chandler, it's not a globe of the united states.	o
520	1	hey you guys i'm gonna go out and take a walk.	s
520	2	phoebe, why is your bag moving?	q
520	3	oh, it's not!	ans
520	4	seriously, it's moving!	s
520	5	what the hell is in there?	q
520	6	it's just my knitting that's all!  yes! i knit this. i'm very good.	ans
521	0	there will come a time in each of your careers when you'll have a chance to screw over another soap opera actor.	s
521	1	i had such an opportunity in the recent, present.	s
521	2	and i'm ashamed to say that i took it, i advised a fellow actor to play a role, homosexually.	s
521	3	yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.	ag
521	4	and now, he's got a two year contract opposite susan luchhi, the first lady of daytime television, and me, me i'm stuck here teaching a bunch of people, most of whom are too ugly to even be on tv.	s
521	5	i'm sorry, i'm sorry, i'm sorry.	ap
521	6	thank you.	a
522	0	rach?	g
522	1	i'll be out in a second.	s
522	2	oh.  it's just so unexpected! i…i uh…boy i'll tell you it's just such an honor to be nominated for a	s
522	3	honey, we have to go. our reservations are at 8:00.	s
522	4	in reservations at 8:00 by neil simon.  thank-thank you neil. thank you for the words.	oth
522	5	okay honey, you can finish this later we're gonna be late. we gotta go.	o
522	6	please, don't play the music. just uh one more.	c
523	0	i can't believe you don't want to know.	s
523	1	i mean, i couldn't not know, i mean, if, if the doctor knows, and carol knows, and susan knows....	s
523	2	and monica knows...	s
523	3	wha, heh, how could you know, i don't even know!	s
523	4	carol called me to thank me for the lasagna, i asked, she told me.	s
523	5	so what's it gonna be?	q
523	6	wait—oh—hey—huh, oh great now he knows, and i don't know!	dag
523	7	i'm sorry, i'm just excited about being an aunt!	ap
523	8	or an uncle...	oth
523	9	hey phoebe!	g
523	10	hi pheebs!	g
523	11	pheebs!	g
523	12	fine!	a
523	13	phoebe, what's the matter?	q
523	14	nothing, i'm sorry, i'm just, i'm out of sorts.	ans
523	15	oh, right, that's me!	ag
523	16	hey, chandler, that table place closes at 7, come on.	g
523	17	fine.	a
523	18	phoebe, what is it?	q
523	19	all right, you know paolo?	q
523	20	i'm familiar with his work, yes...	ans
523	21	well, he made a move on me.	s
523	22	whoa, store will be open tomorrow!	oth
523	23	more coffee over here, please!	oth
524	0	hey.	g
524	1	hey. what, what are you doing here?	q
524	2	well, i-i thought a lot about what you said, and um, i realilized duh, all right maybe i was a little judgmental.	ans
524	3	yeah,  oh, but oh...	ag
524	4	look now, phoebe remember, hey, their just fulfilling their christmas....	oth
524	5	destiny.	s
524	6	sure.	ag
524	7	yes.	ag
524	8	all right.	a
524	9	okay.  yikes! that one doesn't look very fulfilled.	s
524	10	oh, that's, that's ah, one of the old ones, he's just taking it to the back.	s
524	11	you keep the old ones in the back, that is so ageist.	o
524	12	well we have to make room for the fresh ones.	s
524	13	so, what happens to the old guys?	q
524	14	well, they go into the chipper.	ans
524	15	why, do i have a feeling that's not as happy as it sounds?  no! nooooo!!!	q
524	16	hey! hey!!	oth
525	0	light still out?	q
525	1	yeah.	ans
525	2	oh. maybe they're napping.	s
525	3	oh please, they're having sex.	s
525	4	shut up!	c
525	5	so, whaddya think george is like?	q
525	6	i think he's shy.	ans
525	7	yeah?	q
525	8	yeah. i think you have to draw him out. and then when you do he's a preppy animal.	ans
526	0	hi! hi, i'm ross, you don't know me, but i'm a big, big fan of yours. i mean	s
526	1	aren't you with that girl over there?	q
526	2	well, yeah, kinda.	ans
526	3	um, but that's okay, see we have an understanding, um, see we each have this list of five famous people,  so i'm allowed to sleep with you.	s
526	4	no, no, no, it's flattery.	dag
526	5	oh no, no, no, wait, wait, isabella.	c
526	6	don't, don't just dismiss this so fast.	oth
526	7	i mean this is a once in a lifetime opportunity...	o
526	8	yeah, for you. is that the list?	q
526	9	um, yeah.	ans
526	10	may i see it?	q
526	11	um, no.	ans
526	12	come on!	c
526	13	but, okay.	oth
526	14	i'm not on the list!	s
526	15	um, see, but that's not the final draft.	s
526	16	it's laminated!	s
526	17	yeah, um, okay see, you were, you were on the list but my friend, chandler  brought up the very good point that you are international, so i bumped you for wynona rider, local.	s
526	18	y'know it's ironic...	s
526	19	...because i have a list of five goofy coffee house guys and yesterday i bumped you for that guy over there.	s
526	20	we're just gonna be friends.	s
527	0	get out of here you lurker!  go on! get!	oth
527	1	hey pheebs!	g
527	2	ohh! you made up!	oth
527	3	yeah, i couldn't be mad at him for too long.	ag
527	4	yeah, she couldn't live without the chan love.	s
527	5	ohh, get a room.	c
527	6	we have one.	s
527	7	i know. use it.	s
528	0	oh mon, listen i have to ask!	oth
528	1	okay, joey tribbiani invited me back to his apartment, now does he do this with a lot of girls?	q
528	2	yeah, a lot. a lot, a lot!	ans
528	3	ohh! and i'm one of them!! wow! oh, i just cannot believe this! i mean, joey tribbiani!	s
528	4	well, y'know it's none of my business, but aren't you married?	q
528	5	yeah. oh i just wish we could not be married for a little bit! y'know i just wish we could be like on a break!	ans
529	0	ross! i think she is trying to make something happen with you to get back at me!	o
529	1	so that's the only reason she could be here huh?	q
529	2	it couldn't have anything to do with the fact that-that maybe i'm a good listener and i uh i put on a	ans
529	3	ross, i am telling you that she is using you to get back at me!	s
529	4	i think i can take care of myself, i'll talk to you later.	o
529	5	good-bye.	g
529	6	whoa!	oth
529	7	uh, that was your sister actually.	s
529	8	she-she thinks that you're just using me.	s
529	9	so?	q
530	0	i'm sorry.	ap
530	1	what are you doing here?!	q
530	2	i-i, came to fill your ice cube trays.	ans
530	3	what?!	q
530	4	umm, okay, okay, look.	oth
530	5	i took this picture from your fridge.	s
530	6	okay, because i know that this is my father.	s
530	7	yeah, this is frank buffay and you are standing right there next to him.	s
530	8	now, look i deserve to know where i came from.	s
530	9	all right?	oth
530	10	so if you can help me find my father then you should!	s
530	11	otherwise, you're just mean!	o
530	12	so, just tell me the truth!	oth
530	13	all right, the man in the picture is chuck magioni.	s
530	14	my father is chuck magioni?	q
530	15	no, no, that's just chuck magioni, i-i sold him a house last year!	ans
530	16	and i'm very sorry, but i don't know where your father is, and that's the truth.	ap
530	17	oh.	b
530	18	but umm, you're right.	ag
530	19	i think that a person should know where they come from.	s
530	20	wh-which is why i ah,  ahh,  okay.	oth
530	21	i'm your mother.	s
530	22	heh?	oth
530	23	y'know i wanted to tell you yesterday, but i just, i kinda felt all floopy, and...	s
531	0	what's happening to your accent?	q
531	1	come again?	c
531	2	what's-what's this nonsense?	q
531	3	all right, i'm-i'm not english.	s
531	4	i'm from long island.	s
531	5	i was really nervous and the accent just uh, just came out.	s
531	6	i'm sorry.	ap
531	7	so, if we could just get back to the lecture.	s
531	8	umm, were there any questions?	q
531	9	about paleontology.	q
531	10	all right, look i was just trying to make a good first impression.	s
531	11	obviously, i screwed up.	s
531	12	but what you guys think of me is really important because i'm-i'm hoping to get a permanent job here.	o
531	13	so if you just give me another chance to make a good impression	s
531	14	ross!! are you crazy?! i am	q
531	15	well, hello rachel!	g
532	0	where you going, joe?	q
532	1	for a walk.	ans
532	2	oh. you mind if i join you?	q
532	3	actually, that will be long. you know, i really need to organize    my thoughts.	ans
532	4	your thoughts? plural?	q
532	5	allright, fine, i only have one thought! it's about the hot nanny,    i gotta see her!	ans
532	6	i'm afraid i can't let you do that, joe.	s
532	7	now you're telling me i can't see her??	q
532	8	you guys are killing me!	s
532	9	she's forbidden fruit!	s
532	10	it's like ... like she's the princess and i'm the stable    boy ... why are you doing this, huh?	q
532	11	did ross tell you not to let me go over    there?	q
532	12	yes, as a matter of fact he did, so i can't let you go.	ans
532	13	huh. interesting. now there are obstacles. hot nanny and me against    the world. this is the kind of stuff great novels are made of.	s
532	14	great novels?	q
532	15	fine ... mediocre porn	ans
533	0	okay, i think we can get the evaluation back before they see it, but we're gonna have to get into mr. zelner's office.	o
533	1	now, he doesn't get in until 10, so he's no problem, but his assistant, betty, she comes in early to eat her breakfast at her desk.	s
533	2	that's kinda sad.	s
533	3	yeah, well betty is kinda sad. which is why i believe i can lure her away with these chocolates.  now, while i distract her	ag
533	4	got it!	oth
533	5	let's roll!	c
533	6	hello rachel, you uh, got a minute?	q
533	7	yeah, sure mr. zelner, for you anything—minute. okay. fine.  abort the plan, abort the plan.	ans
533	8	uh actually, i'd like to speak with both of you.	s
533	9	okay. uh, well can we, can we get you anything mr. zelner? maybe some chocolates?	ag
534	0	cassie, are you finding everything okay in there?	q
534	1	yeah! thank you so much for letting me stay here.	ans
534	2	oh! no problem! i	oth
534	3	what?	q
535	0	you are iron.	s
535	1	you are steel!	s
535	2	let me ask you something, how come when i call your computer support line, i have to wait an hour and a half?	q
535	3	i told you, we're adding new operators all the time. could we concentrate on my training?	ans
536	0	i mean why, of all people would you want to go out with chip?!	q
536	1	look, you and i went to different high schools...	ans
536	2	okay, that doesn't help me, because we went to the same high school.	o
536	3	you went to one where you were popular, and you got to ride off chip's motorcycle, and wear his letterman jacket.	s
536	4	i went to one where i wore a band uniform they had to have specially made.	s
536	5	they had to have that specially made?!	o
536	6	it was a project for one of the home ec classes.	s
536	7	oh my god, they told us that was for the mascot!	s
536	8	back then, i thought that i would never, ever get the chance to go out with a chip matthews, and now he's-he's called me up and asked me out.	o
536	9	and the fat girl inside of me really wants to go.	s
536	10	i-i owe her this.	s
536	11	i never let her eat.	s
536	12	oh, you go out with him.	s
536	13	oh, really?!	q
536	14	yeah. just, if it's possible, could you leave him somewhere and go have sex with another guy?	ans
536	15	i'll try.	s
537	0	hey! tall guy! hey, listen, i wanted to talk to you about that girl that you're dancing with.	g
537	1	yeah, yeah, okay.	ag
537	2	uh, look buddy, i came with that girl, and i had this plan to kiss her at the new years countdown – i'm trying to win her over, so i was wondering if..	s
537	3	oh come on man, you can dance with my partner, she's real, uh, mellow!	s
537	4	well, i was hoping after tonight that maybe i could you know	s
538	0	ross, get over it! it's not like she hates you.	oth
538	1	yeah but	oth
538	2	ross, she's not weird, she just wants her stuff to be one of a kind.	o
538	3	huh. y'know what's not one of a kind? a twin!	q
538	4	ooh, phoebe's here! okay, let's turn out all the lights and we'll just watch the movie!	s
538	5	okay. hey—ooh, cool sheets!	ag
538	6	oh, you like it? you wanna know where i got it?	q
538	7	sure!	ans
538	8	he got it a flea market!	s
538	9	you bought your sheets at a flea market? ross come on, you gotta loosen the purse strings a little.	s
539	0	and joey?	q
539	1	how do you think she's doing?	q
539	2	am i the only one who doesn't think that she's hot? ross?	s
539	3	eh, i mean, i mena she's not unattractive but hot? i ....	s
539	4	thank you!	a
539	5	now that rachel's gone?	q
539	6	so hot i cried myself to sleep last night.	s
540	0	oh, god help us.	oth
540	1	what?	q
540	2	ugly naked guy's laying kitchen tile. eww!	oth
540	3	eww! look, i'm asking a favor here. if i do this for her brother, maybe angela will come back to me.	s
540	5	i know, but, i made a huge mistake. i never should have broken up with her. will you help me? please?	q
541	0	so honey, this morning was fun, huh? me hopping in on you in the shower there.	s
541	1	yeah! and maybe someday we could get a place with two bathrooms.	ag
541	2	look carol umm, i was, i was thinking maybe uh, maybe we can spice things up a little.	s
541	3	what do you mean?	q
541	4	carol our sex life is—it's just not working	ans
541	5	hey there little fella!	g
541	6	hey, uh-hey, why don't we get some shoes on ya, huh?	q
541	7	hey, why don't you show dad how you can put your shoes on, in your room!	q
541	8	yay!	oth
541	9	yay!	oth
541	10	yay!	oth
541	11	seriously, our sex life… i was thinking, maybe i don't know, we could try some-some new things.	s
541	12	for fun?	q
541	13	like what?	q
541	14	well i don't know umm,  what if we were too tie each other up?	ans
541	15	umm, some people eat stuff off one another.	s
541	16	nah!	oth
541	17	umm, y'know we-we could try dirty talk?	q
541	18	umm, we could, we could have a threesome.	ans
541	19	i love that idea!	ag
542	0	so who's idea was it to put everybody in the diner on skates?	q
542	1	oh, some idiot customer put a suggestion in the suggestion box.	ans
542	2	oh my god, they took my idea!	s
542	3	that was you?!	q
542	4	yeah! okay, here you go.	ans
542	5	rachel, i made you a cocoa.	s
542	6	oh my god, are you guys okay?	q
542	7	are you all right?	q
542	8	oh my.	oth
543	0	sit!	c
543	1	hi.	g
543	2	oh my gosh, joshua!	g
544	0	all those things i said about not being ready	s
544	1	they're not true?	q
544	2	no, they're-they're all true.	ans
544	3	oh.	b
544	4	but	b
544	5	oh! oh, i love that but.	s
544	6	you wanna go inside and have some coffee?	q
544	7	yeah.	ans
544	8	okay.  every time.	oth
545	0	what, phoebe, did you whip the potatoes? ross needs lumps!	q
545	1	oh, i'm sorry, oh, i just, i thought we could have them whipped and then add some peas and onions.	ap
545	2	why would we do that?	q
545	3	well, 'cause then they'd be like my mom used to make them, you know, before she died.	ans
545	4	ok, three kinds of potatoes coming up.	s
545	5	ok, good-bye you guys. thanks for everything.  oh, sorry! oh, sorry!	ap
545	6	the most unbelievable thing has happened. underdog has just gotten away.	s
545	7	the balloon?	q
545	8	no, no, the actual cartoon character. of course the balloon. it's all over the news. right before he reached	ans
545	9	i can't, i gotta go.	dag
545	10	come on. an 80-foot inflatable dog let loose over the city. how often does that happen?	q
545	11	almost never.	ans
545	12	got the keys?	q
545	13	ok.	s
546	0	what d'you think?	q
546	1	lot of things.	ans
546	2	which one do you think she is?	q
546	3	may i help you?	q
546	4	oh, no thanks, we're just here to observe.	ans
546	5	you don't observe a dance class. you	o
546	6	what does she mean?	q
546	7	i think she means  'you	ans
546	8	okay, d'y'see anybody you think could be me?	q
546	9	people! last time there were some empty yoghurt containers lying around after class. let's not have that happen again!	ans
546	10	she could be you.	s
546	11	let's get started. five, six, a-five six seven eight...	oth
546	12	okay, i'm not getting this!	oth
546	13	i'm totally getting it!	s
546	14	did you ever feel like sometimes you are just so unbelievably uncoordinated?	q
546	15	what? you just click when they click.	q
546	16	alright people, now everyone grab a partner.	s
546	17	okay. and, my, dead, mother, says, you, are, it. i'm with rachel.	s
546	18	great. it's gym class all over again.	s
547	0	i'm not crazy, right? i mean, it was never like that.	q
547	1	nooo, it wasn't.	ans
547	2	ooh, and it's so nice having this little sink here...	s
548	0	oh, ain't this nice? it's so quiet, i could just lie here all day.	q
548	1	i know	ans
548	2	open your drapes! open your drapes!	oth
548	3	i'm so glad we've got adjoining rooms!	s
548	4	the sun is out!	s
548	5	hey! remember when i had corneas?	q
548	6	ok listen, you go down to the pool and reserve the chairs, and i'll get the magazines and the lotion.	s
548	7	ladies? ross's speech is in 45 minutes.	oth
548	10	walls are pretty thin, guys!	s
549	0	hi uh, i'm joey tribbiani and with all do respect i'd like to donate some fluids.	g
549	1	we're actually at the end of one of our research cycles, so we're not looking for applicants right now.	s
549	2	oh that's too bad. i've kinda been saving up.  uh, are you sure there's no studies i can participate in?	q
549	3	well, here's a schedule of what's coming up.	s
549	4	thanks.  well but this one starts now.	oth
549	5	oh that one is available now, but only identical twins are eligible. it's a twins study.	s
549	6	but it's $2,000.	oth
549	7	sorry.	ap
549	8	well how about this one? testing the effects of joey tribbiani on attractive nurse receptionists.	q
549	9	we already got the results back on that on, and they're not good.	ans
550	0	hey! how's it goin'?	q
551	0	well, not much has changed in the last five minutes.	s
551	1	yes it has! i made cookies!	dag
551	2	oh that's all right. i'm still full from your homemade potato chips.	s
551	3	but you should eat them now because they're hot from the oven.	s
551	4	okay.	ag
551	5	oh-ho! but not in here! can't eat 'em in bed, remember? no crumbies!	dag
551	6	okay, i'll be out in a second.	s
551	7	okay!	ag
551	8	what are you doing?	q
551	9	that doesn't lock does it?	ans
552	0	you know, it still smells like monkey in there.	o
552	1	that saves us a conversation.	s
552	2	well, listen, this has been great but i'm officially wiped.	o
552	3	me too, we should get goin'.	o
552	4	no.	dag
553	0	okay, here comes another camera.	s
553	1	right. no biggie. stay loose.	oth
553	2	why do they keep doing that?	q
553	3	if we wanna get on camera, i think we have to get up on one of those platforms.	o
553	4	they've been taping those people up there all day.	s
553	5	right.	ag
553	6	hey, what'd you guys do to get up on there?	q
553	7	oh yeah? well when you learned how to dance did you forget how to put on underpants?	ans
553	8	yeah!	ag
553	9	hey! you're a good dancer!	o
553	10	really?	q
553	11	yeah, well you'd be better if you just loosened your hips a little.	ans
553	12	what do you mean?	q
553	13	like this.	s
553	14	that's it, feel the rhythm. that's better.	o
553	15	uh-huh.	oth
553	16	okay, you're dancing with that girl over there.	s
553	17	no-no-no-no-no we came together!	dag
553	18	i don't see it.  you are dancing with the tall guy over there. tall guy, raise your hand!	dag
553	19	no-no hey buddy, please let me dance with that girl, i really like her and i think i have a shot.	s
553	20	really, y'think so? i don't..	q
554	0	why aren't you home yet?!	q
554	1	is someone there?	q
554	2	oh yes, it's me! sorry!	ans
554	3	what are you doing here?	q
554	4	uh, i'm just, i'm just looking out your window. at-at the view. what are you guys doing?	ans
554	5	we got some	s
554	6	oh, he brought her back to his apartment.	s
554	7	who?  is that your sister?	q
554	8	ugh, she	ans
554	9	god, ross is on a date with your sister! how weird is that?!	q
554	10	oh my god, look-look he's taking off her clothes!	s
554	11	he's taking off her coat!	s
554	12	oh, this is just terrible.	s
555	0	ross! wait!	oth
555	1	elizabeth, thank god! i was just thinking about	a
555	2	you suck!!	oth
555	3	what?!	q
555	4	okay, break-up's still on!	ans
556	0	hey.	g
556	1	hey.	g
556	2	look, i understand if you came by to hit me, i deserve it.	s
556	3	no, i don't want to hit you.	dag
556	4	oh what then? kick me?	q
556	5	no.	ans
556	6	what do i do?	q
557	0	well, the delivery went out to you and i realized they forgot this.	s
557	1	ah, must've been fairly obvious since it was the only thing left in your store.	s
557	2	listen, to be honest, home deliveries are really a part of my job description.	s
557	3	oh.	b
557	4	oh uh…i actually came here to ask you out.	b
557	5	oh! wow! uh, yeah! that sounds great. i'm just gonna put this  back in my pocket, pretend	ag
557	6	sure!	ag
557	7	horny bitch.  no! you're a horny bitch! noooo! you're the horny bitch! no! you're a horny bitch!	s
558	0	chandler!! you have the best taste in men!	s
558	1	well, like father, like son.	s
558	2	patrick and i had such a great time last night! i mean i think this could maybe turn into something serious.	s
558	3	really?! i-i thought you weren't looking for something serious? i thought you were looking for some kind of a fling.	q
558	4	well, y'know, possibly.  you didn't tell him that, though? right?	s
558	5	ummmmmmmm, no.	dag
558	6	you told this guy that i was looking for a fling?! you don't tell the guy that!	s
558	8	oh, between you telling him that i wanted to have a fling and me putting out on the first date—oh, he's so gonna get the wrong idea.	o
559	0	alright, so i'm back in high school, i'm standing in the middle of the cafeteria, and i realize i am totally naked.	ag
559	1	oh, yeah. had that dream.	ag
559	2	then i look down, and i realize there's a phone... there.	s
559	3	instead of...?	q
559	4	that's right.	ans
559	5	never had that dream.	s
559	6	no.	dag
559	7	all of a sudden, the phone starts to ring.	s
560	0	honey! dinner's ready!	s
560	1	what's my little chef got for me tonight?	q
560	2	your favorite!	ans
560	3	ho-ho-ho,  fried stuff with cheese!	s
560	4	yep! and lot's of it!	s
560	5	thanks sweetheart. give me a little sugar here.  okay.	c
560	6	okay, in we go.	s
560	7	here we go! here we go! here we go!  how you doin'?	q
561	0	something went wrong with underdog, and they couldn't get his head to inflate.	s
561	1	so anyway, um, his head is like flopping down broadway, right, and i'm just thinking... how inappropriate this is.	s
561	2	um, i've got something in my eye, uh, joey, could we check it in the light, please?	c
561	3	oh my god.	oth
561	4	what?	q
561	5	hello! were we at the same table? it's like... cocktails in appalachia.	g
561	6	come on, they're close.	c
561	7	close? she's got her tongue in his ear.	s
561	8	oh, like you've never gotten a little rambunctious with ross.	s
561	9	joey, this is sick, it's disgusting, it's, it's—not really true, is it?	q
561	10	well, who's to say what's true? i mean...	q
561	11	oh my god, what were you thinking?	q
561	12	all right, look, i'm not proud of this, ok? well, maybe i am a little.	s
561	13	oh!	b
561	14	ow!	b
561	15	i'm outta here.	s
561	16	wait, wait, wait. you want him, i want her. he likes you.	s
561	17	really?	q
561	18	yeah. i'm thinking, if we put our heads together, between the two of us, we can break them up.	ans
562	0	hello! one marriage please!	g
562	1	yep, we wanna get married!	ag
562	2	all right.	ag
562	3	dum! dum-dum-dum! dum! dum! dum! dum-dum-dum!	oth
562	4	what are you doing?	q
562	5	oh, that's	s
562	6	no, only because that's the graduation song.	dag
